A servlet sets a session-scoped attribute product with an instance of com.example.Product and forwards to a JSP. Which two output the name of the product in the response?,"&lt;jsp:useBean id=""product"" type=""com.example.Product""&gt; . &lt;%= product.getName(  ) %&gt;
 &lt;/jsp:useBean&gt;"
A servlet sets a session-scoped attribute product with an instance of com.example.Product and forwards to a JSP. Which two output the name of the product in the response?,"&lt;jsp:getProperty name=""product"" property=""name"" /&gt;"
A servlet sets a session-scoped attribute product with an instance of com.example.Product and forwards to a JSP. Which two output the name of the product in the response?,"&lt;jsp:useBean id=""com.example.Product"" /&gt;
 &lt;%= product.getName(  ) %&gt;"
A servlet sets a session-scoped attribute product with an instance of com.example.Product and forwards to a JSP. Which two output the name of the product in the response?,"&lt;jsp:getProperty name=""product"" class=""com.example.Product"" property=""name"" /&gt;"
A servlet sets a session-scoped attribute product with an instance of com.example.Product and forwards to a JSP. Which two output the name of the product in the response?,"&lt;jsp:useBean id=""product"" type=""com.example.Product""&gt; . &lt;%= product.getName(  ) %&gt;
 &lt;/jsp:useBean&gt;"
A servlet sets a session-scoped attribute product with an instance of com.example.Product and forwards to a JSP. Which two output the name of the product in the response?,${product.name}
A servlet sets a session-scoped attribute product with an instance of com.example.Product and forwards to a JSP. Which two output the name of the product in the response?,"&lt;jsp:useBean id=""com.example.Product"" /&gt;
 &lt;%= product.getName(  ) %&gt;"
A servlet sets a session-scoped attribute product with an instance of com.example.Product and forwards to a JSP. Which two output the name of the product in the response?,"&lt;jsp:getProperty name=""product"" class=""com.example.Product"" property=""name"" /&gt;"
A servlet sets a session-scoped attribute product with an instance of com.example.Product and forwards to a JSP. Which two output the name of the product in the response?,"&lt;jsp:useBean id=""product"" type=""com.example.Product""&gt; . &lt;%= product.getName(  ) %&gt;
 &lt;/jsp:useBean&gt;"
A servlet sets a session-scoped attribute product with an instance of com.example.Product and forwards to a JSP. Which two output the name of the product in the response?,${product.name}
A servlet sets a session-scoped attribute product with an instance of com.example.Product and forwards to a JSP. Which two output the name of the product in the response?,"&lt;jsp:useBean id=""com.example.Product"" /&gt;
 &lt;%= product.getName(  ) %&gt;"
A servlet sets a session-scoped attribute product with an instance of com.example.Product and forwards to a JSP. Which two output the name of the product in the response?,"&lt;jsp:getProperty name=""product"" class=""com.example.Product"" property=""name"" /&gt;"
A servlet sets a session-scoped attribute product with an instance of com.example.Product and forwards to a JSP. Which two output the name of the product in the response?,"&lt;jsp:useBean id=""product"" type=""com.example.Product""&gt; . &lt;%= product.getName(  ) %&gt;
 &lt;/jsp:useBean&gt;"
Which is a benefit of precompiling a JSP page?,It avoids initialization on the first request.
Which is a benefit of precompiling a JSP page?,It provides the ability to debug runtime errors in the application.
Which is a benefit of precompiling a JSP page?,It provides better performance on the first request for the JSP page.
Which is a benefit of precompiling a JSP page?,It avoids execution of the _jspService method on the first request.
Which is a benefit of precompiling a JSP page?,It avoids initialization on the first request.
Which is a benefit of precompiling a JSP page?,It provides the ability to debug runtime errors in the application.
Which is a benefit of precompiling a JSP page?,It provides better performance on the first request for the JSP page.
Which is a benefit of precompiling a JSP page?,It avoids execution of the _jspService method on the first request.
"Your company has a corporate policy that prohibits storing a customer's credit card number in any corporate database. However, users have complained that they do NOT want to re- enter their credit card number for each transaction. Your management has decided to use client-side cookies to record the user's credit card number for 120 days. Furthermore, they also want to protect this information during transit from the web browser to the web container; so the cookie must only be transmitted over HTTPS. Which code snippet creates the ""creditCard"" cookie and adds it to the out going response to be stored on the user's web browser?","10. Cookie c = new Cookie( ""creditCard"", usersCard);
 11. c.setSecure( true);
 12. c.setAge( 10368000);
 13. response.addCookie( c);"
"Your company has a corporate policy that prohibits storing a customer's credit card number in any corporate database. However, users have complained that they do NOT want to re- enter their credit card number for each transaction. Your management has decided to use client-side cookies to record the user's credit card number for 120 days. Furthermore, they also want to protect this information during transit from the web browser to the web container; so the cookie must only be transmitted over HTTPS. Which code snippet creates the ""creditCard"" cookie and adds it to the out going response to be stored on the user's web browser?","10. Cookie c = new Cookie( ""creditCard"", usersCard);
 11. c.setHttps( true);
 12. c.setMaxAge( 10368000);
 13. response.setCookie( c);"
"Your company has a corporate policy that prohibits storing a customer's credit card number in any corporate database. However, users have complained that they do NOT want to re- enter their credit card number for each transaction. Your management has decided to use client-side cookies to record the user's credit card number for 120 days. Furthermore, they also want to protect this information during transit from the web browser to the web container; so the cookie must only be transmitted over HTTPS. Which code snippet creates the ""creditCard"" cookie and adds it to the out going response to be stored on the user's web browser?","10. Cookie c = new Cookie( ""creditCard"", usersCard);
 11. c.setSecure( true);
 12. c.setMaxAge( 10368000);
 13. response.addCookie( c);"
"Your company has a corporate policy that prohibits storing a customer's credit card number in any corporate database. However, users have complained that they do NOT want to re- enter their credit card number for each transaction. Your management has decided to use client-side cookies to record the user's credit card number for 120 days. Furthermore, they also want to protect this information during transit from the web browser to the web container; so the cookie must only be transmitted over HTTPS. Which code snippet creates the ""creditCard"" cookie and adds it to the out going response to be stored on the user's web browser?","10. Cookie c = new Cookie( ""creditCard"", usersCard);
 11. c.setHttps( true);
 12. c.setAge( 10368000);
 13. response.addCookie( c);"
"Your company has a corporate policy that prohibits storing a customer's credit card number in any corporate database. However, users have complained that they do NOT want to re- enter their credit card number for each transaction. Your management has decided to use client-side cookies to record the user's credit card number for 120 days. Furthermore, they also want to protect this information during transit from the web browser to the web container; so the cookie must only be transmitted over HTTPS. Which code snippet creates the ""creditCard"" cookie and adds it to the out going response to be stored on the user's web browser?","10. Cookie c = new Cookie( ""creditCard"", usersCard);
 11. c.setSecure( true);
 12. c.setAge( 10368000);
 13. response.addCookie( c);"
"Your company has a corporate policy that prohibits storing a customer's credit card number in any corporate database. However, users have complained that they do NOT want to re- enter their credit card number for each transaction. Your management has decided to use client-side cookies to record the user's credit card number for 120 days. Furthermore, they also want to protect this information during transit from the web browser to the web container; so the cookie must only be transmitted over HTTPS. Which code snippet creates the ""creditCard"" cookie and adds it to the out going response to be stored on the user's web browser?","10. Cookie c = new Cookie( ""creditCard"", usersCard);
 11. c.setHttps( true);
 12. c.setMaxAge( 10368000);
 13. response.setCookie( c);"
"Your company has a corporate policy that prohibits storing a customer's credit card number in any corporate database. However, users have complained that they do NOT want to re- enter their credit card number for each transaction. Your management has decided to use client-side cookies to record the user's credit card number for 120 days. Furthermore, they also want to protect this information during transit from the web browser to the web container; so the cookie must only be transmitted over HTTPS. Which code snippet creates the ""creditCard"" cookie and adds it to the out going response to be stored on the user's web browser?","10. Cookie c = new Cookie( ""creditCard"", usersCard);
 11. c.setSecure( true);
 12. c.setMaxAge( 10368000);
 13. response.addCookie( c);"
"Your company has a corporate policy that prohibits storing a customer's credit card number in any corporate database. However, users have complained that they do NOT want to re- enter their credit card number for each transaction. Your management has decided to use client-side cookies to record the user's credit card number for 120 days. Furthermore, they also want to protect this information during transit from the web browser to the web container; so the cookie must only be transmitted over HTTPS. Which code snippet creates the ""creditCard"" cookie and adds it to the out going response to be stored on the user's web browser?","10. Cookie c = new Cookie( ""creditCard"", usersCard);
 11. c.setHttps( true);
 12. c.setAge( 10368000);
 13. response.addCookie( c);"
"Consider the following TLD excerpt:&lt;br /> &lt;body-content&gt;empty&lt;/body-content&gt;&lt;br />&lt;attribute&gt;&lt;br />&lt;name&gt;color&lt;/name&gt;&lt;br />&lt;rtexprvalue&gt;true&lt;/rtexprvalue&gt;&lt;br />&lt;/attribute&gt;&lt;br />&lt;dynamic-attributes&gt;true&lt;/dynamic-attributes&gt;&lt;br /> If the name of the tag is tagname and its prefix is pre, which of the following JSP statements is valid?",&lt;pre:tagname color=&quot;yellow&quot; size=${sizenum} /&gt;
"Consider the following TLD excerpt:&lt;br /> &lt;body-content&gt;empty&lt;/body-content&gt;&lt;br />&lt;attribute&gt;&lt;br />&lt;name&gt;color&lt;/name&gt;&lt;br />&lt;rtexprvalue&gt;true&lt;/rtexprvalue&gt;&lt;br />&lt;/attribute&gt;&lt;br />&lt;dynamic-attributes&gt;true&lt;/dynamic-attributes&gt;&lt;br /> If the name of the tag is tagname and its prefix is pre, which of the following JSP statements is valid?",&lt;pre:tagname size=&quot;18&quot; color=&quot;red&quot;&gt; &lt;/pre:tagname&gt;
"Consider the following TLD excerpt:&lt;br /> &lt;body-content&gt;empty&lt;/body-content&gt;&lt;br />&lt;attribute&gt;&lt;br />&lt;name&gt;color&lt;/name&gt;&lt;br />&lt;rtexprvalue&gt;true&lt;/rtexprvalue&gt;&lt;br />&lt;/attribute&gt;&lt;br />&lt;dynamic-attributes&gt;true&lt;/dynamic-attributes&gt;&lt;br /> If the name of the tag is tagname and its prefix is pre, which of the following JSP statements is valid?",&lt;pre:tagname color=&quot;${colorname}&quot; size=&quot;22&quot; font=&quot;verdana&quot;&gt;&lt;/pre:tagname&gt;
"Consider the following TLD excerpt:&lt;br /> &lt;body-content&gt;empty&lt;/body-content&gt;&lt;br />&lt;attribute&gt;&lt;br />&lt;name&gt;color&lt;/name&gt;&lt;br />&lt;rtexprvalue&gt;true&lt;/rtexprvalue&gt;&lt;br />&lt;/attribute&gt;&lt;br />&lt;dynamic-attributes&gt;true&lt;/dynamic-attributes&gt;&lt;br /> If the name of the tag is tagname and its prefix is pre, which of the following JSP statements is valid?",&lt;pre:tagname color=&quot;green&quot; size=&quot;30&quot;&gt;font=&quot;Times New Roman&quot;&lt;/pre:tagname&gt;
"Consider the following TLD excerpt:&lt;br /> &lt;body-content&gt;empty&lt;/body-content&gt;&lt;br />&lt;attribute&gt;&lt;br />&lt;name&gt;color&lt;/name&gt;&lt;br />&lt;rtexprvalue&gt;true&lt;/rtexprvalue&gt;&lt;br />&lt;/attribute&gt;&lt;br />&lt;dynamic-attributes&gt;true&lt;/dynamic-attributes&gt;&lt;br /> If the name of the tag is tagname and its prefix is pre, which of the following JSP statements is valid?",&lt;pre:tagname color=&quot;${colorname}&quot; size=&quot;18&quot;&gt;&lt;/pre&gt;
"Consider the following TLD excerpt:&lt;br /> &lt;body-content&gt;empty&lt;/body-content&gt;&lt;br />&lt;attribute&gt;&lt;br />&lt;name&gt;color&lt;/name&gt;&lt;br />&lt;rtexprvalue&gt;true&lt;/rtexprvalue&gt;&lt;br />&lt;/attribute&gt;&lt;br />&lt;dynamic-attributes&gt;true&lt;/dynamic-attributes&gt;&lt;br /> If the name of the tag is tagname and its prefix is pre, which of the following JSP statements is valid?",&lt;pre:tagname color=&quot;yellow&quot; size=${sizenum} /&gt;
"Consider the following TLD excerpt:&lt;br /> &lt;body-content&gt;empty&lt;/body-content&gt;&lt;br />&lt;attribute&gt;&lt;br />&lt;name&gt;color&lt;/name&gt;&lt;br />&lt;rtexprvalue&gt;true&lt;/rtexprvalue&gt;&lt;br />&lt;/attribute&gt;&lt;br />&lt;dynamic-attributes&gt;true&lt;/dynamic-attributes&gt;&lt;br /> If the name of the tag is tagname and its prefix is pre, which of the following JSP statements is valid?",&lt;pre:tagname size=&quot;18&quot; color=&quot;red&quot;&gt; &lt;/pre:tagname&gt;
"Consider the following TLD excerpt:&lt;br /> &lt;body-content&gt;empty&lt;/body-content&gt;&lt;br />&lt;attribute&gt;&lt;br />&lt;name&gt;color&lt;/name&gt;&lt;br />&lt;rtexprvalue&gt;true&lt;/rtexprvalue&gt;&lt;br />&lt;/attribute&gt;&lt;br />&lt;dynamic-attributes&gt;true&lt;/dynamic-attributes&gt;&lt;br /> If the name of the tag is tagname and its prefix is pre, which of the following JSP statements is valid?",&lt;pre:tagname color=&quot;${colorname}&quot; size=&quot;22&quot; font=&quot;verdana&quot;&gt;&lt;/pre:tagname&gt;
"Consider the following TLD excerpt:&lt;br /> &lt;body-content&gt;empty&lt;/body-content&gt;&lt;br />&lt;attribute&gt;&lt;br />&lt;name&gt;color&lt;/name&gt;&lt;br />&lt;rtexprvalue&gt;true&lt;/rtexprvalue&gt;&lt;br />&lt;/attribute&gt;&lt;br />&lt;dynamic-attributes&gt;true&lt;/dynamic-attributes&gt;&lt;br /> If the name of the tag is tagname and its prefix is pre, which of the following JSP statements is valid?",&lt;pre:tagname color=&quot;green&quot; size=&quot;30&quot;&gt;font=&quot;Times New Roman&quot;&lt;/pre:tagname&gt;
"Consider the following TLD excerpt:&lt;br /> &lt;body-content&gt;empty&lt;/body-content&gt;&lt;br />&lt;attribute&gt;&lt;br />&lt;name&gt;color&lt;/name&gt;&lt;br />&lt;rtexprvalue&gt;true&lt;/rtexprvalue&gt;&lt;br />&lt;/attribute&gt;&lt;br />&lt;dynamic-attributes&gt;true&lt;/dynamic-attributes&gt;&lt;br /> If the name of the tag is tagname and its prefix is pre, which of the following JSP statements is valid?",&lt;pre:tagname color=&quot;${colorname}&quot; size=&quot;18&quot;&gt;&lt;/pre&gt;
"&lt;p>You are given a tag library that has a tag named printReport. This tag may accept an attribute, department, which cannot take a dynamic value. Which of the following are correct uses of this tag? ( Select two)&lt;/p>",&lt;mylib:printReport/&gt;
"&lt;p>You are given a tag library that has a tag named printReport. This tag may accept an attribute, department, which cannot take a dynamic value. Which of the following are correct uses of this tag? ( Select two)&lt;/p>",&lt;mylib:printReport department=&quot;finance&quot;/&gt;
"&lt;p>You are given a tag library that has a tag named printReport. This tag may accept an attribute, department, which cannot take a dynamic value. Which of the following are correct uses of this tag? ( Select two)&lt;/p>",&lt;mylib:printReport attribute=&quot;department&quot; value=&quot;finance&quot;/&gt;
"&lt;p>You are given a tag library that has a tag named printReport. This tag may accept an attribute, department, which cannot take a dynamic value. Which of the following are correct uses of this tag? ( Select two)&lt;/p>",&lt;mylib:printReport attribute=&quot;department&quot; attribute-value=&quot;finance&quot;/&gt;
"&lt;p>You are given a tag library that has a tag named printReport. This tag may accept an attribute, department, which cannot take a dynamic value. Which of the following are correct uses of this tag? ( Select two)&lt;/p>",&lt;mylib:printReport&gt;&lt;jsp:attribute name=&quot;department&quot; value=&quot;finance&quot; /&gt;&lt;/mylib:printReport&gt;
"&lt;p>You are given a tag library that has a tag named printReport. This tag may accept an attribute, department, which cannot take a dynamic value. Which of the following are correct uses of this tag? ( Select two)&lt;/p>",&lt;mylib:printReport/&gt;
"&lt;p>You are given a tag library that has a tag named printReport. This tag may accept an attribute, department, which cannot take a dynamic value. Which of the following are correct uses of this tag? ( Select two)&lt;/p>",&lt;mylib:printReport department=&quot;finance&quot;/&gt;
"&lt;p>You are given a tag library that has a tag named printReport. This tag may accept an attribute, department, which cannot take a dynamic value. Which of the following are correct uses of this tag? ( Select two)&lt;/p>",&lt;mylib:printReport attribute=&quot;department&quot; value=&quot;finance&quot;/&gt;
"&lt;p>You are given a tag library that has a tag named printReport. This tag may accept an attribute, department, which cannot take a dynamic value. Which of the following are correct uses of this tag? ( Select two)&lt;/p>",&lt;mylib:printReport attribute=&quot;department&quot; attribute-value=&quot;finance&quot;/&gt;
"&lt;p>You are given a tag library that has a tag named printReport. This tag may accept an attribute, department, which cannot take a dynamic value. Which of the following are correct uses of this tag? ( Select two)&lt;/p>",&lt;mylib:printReport&gt;&lt;jsp:attribute name=&quot;department&quot; value=&quot;finance&quot; /&gt;&lt;/mylib:printReport&gt;
&lt;p>Which of the followings is a correct way to pass a parameter equivalent to the query string user=mary at request time to an &lt;/p>&lt;p>included component?&lt;/p>,&lt;jsp:include page=&quot;other.jsp&quot;&gt;&lt;jsp:param paramName=&quot;user&quot; paramValue=&quot;mary&quot; /&gt;&lt;/jsp:include&gt;
&lt;p>Which of the followings is a correct way to pass a parameter equivalent to the query string user=mary at request time to an &lt;/p>&lt;p>included component?&lt;/p>,&lt;jsp:include page=&quot;other.jsp&quot;&gt;&lt;jsp:param name=&quot;mary&quot; value=&quot;user&quot; /&gt;&lt;/jsp:include&gt;
&lt;p>Which of the followings is a correct way to pass a parameter equivalent to the query string user=mary at request time to an &lt;/p>&lt;p>included component?&lt;/p>,&lt;jsp:include page=&quot;other.jsp&quot;&gt;&lt;jsp:param value=&quot;mary&quot; name=&quot;user&quot; /&gt;&lt;/jsp:include&gt;
&lt;p>Which of the followings is a correct way to pass a parameter equivalent to the query string user=mary at request time to an &lt;/p>&lt;p>included component?&lt;/p>,&lt;jsp:include page=&quot;other.jsp&quot;&gt;&lt;jsp:param param=&quot;user&quot; value=&quot;mary&quot;/&gt;&lt;/jsp:include&gt;
&lt;p>Which of the followings is a correct way to pass a parameter equivalent to the query string user=mary at request time to an &lt;/p>&lt;p>included component?&lt;/p>,&lt;jsp:include page=&quot;other.jsp&quot;&gt;&lt;jsp:param user=&quot;mary&quot; /&gt;&lt;/jsp:include&gt;
_______________ sends a request to an object and includes the result in a JSP file.,&lt;jsp:include&gt;
_______________ sends a request to an object and includes the result in a JSP file.,&lt;jsp:forward&gt;
_______________ sends a request to an object and includes the result in a JSP file.,include directive
_______________ sends a request to an object and includes the result in a JSP file.,import directive
&lt;p>Which of the followings is a correct way to pass a parameter equivalent to the query string user=mary at request time to an &lt;/p>&lt;p>included component?&lt;/p>,&lt;jsp:include page=&quot;other.jsp&quot;&gt;&lt;jsp:param paramName=&quot;user&quot; paramValue=&quot;mary&quot; /&gt;&lt;/jsp:include&gt;
&lt;p>Which of the followings is a correct way to pass a parameter equivalent to the query string user=mary at request time to an &lt;/p>&lt;p>included component?&lt;/p>,&lt;jsp:include page=&quot;other.jsp&quot;&gt;&lt;jsp:param name=&quot;mary&quot; value=&quot;user&quot; /&gt;&lt;/jsp:include&gt;
&lt;p>Which of the followings is a correct way to pass a parameter equivalent to the query string user=mary at request time to an &lt;/p>&lt;p>included component?&lt;/p>,&lt;jsp:include page=&quot;other.jsp&quot;&gt;&lt;jsp:param value=&quot;mary&quot; name=&quot;user&quot; /&gt;&lt;/jsp:include&gt;
&lt;p>Which of the followings is a correct way to pass a parameter equivalent to the query string user=mary at request time to an &lt;/p>&lt;p>included component?&lt;/p>,&lt;jsp:include page=&quot;other.jsp&quot;&gt;&lt;jsp:param param=&quot;user&quot; value=&quot;mary&quot;/&gt;&lt;/jsp:include&gt;
&lt;p>Which of the followings is a correct way to pass a parameter equivalent to the query string user=mary at request time to an &lt;/p>&lt;p>included component?&lt;/p>,&lt;jsp:include page=&quot;other.jsp&quot;&gt;&lt;jsp:param user=&quot;mary&quot; /&gt;&lt;/jsp:include&gt;
_______________ sends a request to an object and includes the result in a JSP file.,&lt;jsp:include&gt;
_______________ sends a request to an object and includes the result in a JSP file.,&lt;jsp:forward&gt;
_______________ sends a request to an object and includes the result in a JSP file.,include directive
_______________ sends a request to an object and includes the result in a JSP file.,import directive
&lt;p>Given a web application in which the request parameter productID contains a product identifier. Which TWO EL expressions evaluate the value of the productID?&lt;/p>,${param.productID}
&lt;p>Given a web application in which the request parameter productID contains a product identifier. Which TWO EL expressions evaluate the value of the productID?&lt;/p>,${paramValues.productID[0]}
&lt;p>Given a web application in which the request parameter productID contains a product identifier. Which TWO EL expressions evaluate the value of the productID?&lt;/p>,${params.productID}
&lt;p>Given a web application in which the request parameter productID contains a product identifier. Which TWO EL expressions evaluate the value of the productID?&lt;/p>,${params.productID[1]}
&lt;p>Given a web application in which the request parameter productID contains a product identifier. Which TWO EL expressions evaluate the value of the productID?&lt;/p>,${paramValues.productID}
"_______ includes a static file in a JSP file, parsing the file's JSP elements (choose the most correct one)",&lt;jsp:include&gt;
"_______ includes a static file in a JSP file, parsing the file's JSP elements (choose the most correct one)",include directive
"_______ includes a static file in a JSP file, parsing the file's JSP elements (choose the most correct one)",import directive
"_______ includes a static file in a JSP file, parsing the file's JSP elements (choose the most correct one)",&lt;jsp:useBean&gt;
"_______ includes a static file in a JSP file, parsing the file's JSP elements (choose the most correct one)",&lt;jsp:forward&gt;
&lt;p>Given a web application in which the request parameter productID contains a product identifier. Which TWO EL expressions evaluate the value of the productID?&lt;/p>,${param.productID}
&lt;p>Given a web application in which the request parameter productID contains a product identifier. Which TWO EL expressions evaluate the value of the productID?&lt;/p>,${paramValues.productID[0]}
&lt;p>Given a web application in which the request parameter productID contains a product identifier. Which TWO EL expressions evaluate the value of the productID?&lt;/p>,${params.productID}
&lt;p>Given a web application in which the request parameter productID contains a product identifier. Which TWO EL expressions evaluate the value of the productID?&lt;/p>,${params.productID[1]}
&lt;p>Given a web application in which the request parameter productID contains a product identifier. Which TWO EL expressions evaluate the value of the productID?&lt;/p>,${paramValues.productID}
"_______ includes a static file in a JSP file, parsing the file's JSP elements (choose the most correct one)",&lt;jsp:include&gt;
"_______ includes a static file in a JSP file, parsing the file's JSP elements (choose the most correct one)",include directive
"_______ includes a static file in a JSP file, parsing the file's JSP elements (choose the most correct one)",import directive
"_______ includes a static file in a JSP file, parsing the file's JSP elements (choose the most correct one)",&lt;jsp:useBean&gt;
"_______ includes a static file in a JSP file, parsing the file's JSP elements (choose the most correct one)",&lt;jsp:forward&gt;
The empty operator in EL language returns true value for ______,"null, empty Strings, empty arrays, and empty collections"
The empty operator in EL language returns true value for ______,Only null value
The empty operator in EL language returns true value for ______,Only empty Strings because the null value in EL is converted to empty String
The empty operator in EL language returns true value for ______,None of the others.
The empty operator in EL language returns true value for ______,"null, empty Strings, empty arrays, and empty collections"
The empty operator in EL language returns true value for ______,Only null value
The empty operator in EL language returns true value for ______,Only empty Strings because the null value in EL is converted to empty String
The empty operator in EL language returns true value for ______,None of the others.
If true value is passed in the ______ element then it suggests that the attribute needs to be evaluated at the time of request or during run time or dynamically.,rtexprvalue
If true value is passed in the ______ element then it suggests that the attribute needs to be evaluated at the time of request or during run time or dynamically.,attribute
If true value is passed in the ______ element then it suggests that the attribute needs to be evaluated at the time of request or during run time or dynamically.,required
If true value is passed in the ______ element then it suggests that the attribute needs to be evaluated at the time of request or during run time or dynamically.,name
If true value is passed in the ______ element then it suggests that the attribute needs to be evaluated at the time of request or during run time or dynamically.,rtexprvalue
If true value is passed in the ______ element then it suggests that the attribute needs to be evaluated at the time of request or during run time or dynamically.,attribute
If true value is passed in the ______ element then it suggests that the attribute needs to be evaluated at the time of request or during run time or dynamically.,required
If true value is passed in the ______ element then it suggests that the attribute needs to be evaluated at the time of request or during run time or dynamically.,name
Which of the following statements about the JavaBean is true?,The public get/set methods give access to the properties of the bean.
Which of the following statements about the JavaBean is true?,JavaBean component property must only be write-only format.
Which of the following statements about the JavaBean is true?,It is possible initialise the JavaBeans with arguments using jsp:useBean.
Which of the following statements about the JavaBean is true?,All of the others.
Which of the following descriptions most closely matches what happens when a tag file is used for the first time?,"The tag file is located, and source is generated into a class which implements the SimpleTag interface, then compiled. The calling JSP makes calls to SimpleTag life cycle methods"
Which of the following descriptions most closely matches what happens when a tag file is used for the first time?,"The tag file is located, and its source is included in the calling JSP. The combined source is treated as a translation unit and generated into servlet source, which is compiled"
Which of the following descriptions most closely matches what happens when a tag file is used for the first time?,"The tag file is located, and its source is used for the generation and compilation of a separate servlet invoked from the calling JSP"
Which of the following descriptions most closely matches what happens when a tag file is used for the first time?,None of the others
&lt;strong>Which of the followings is not a valid setting for the scope attribute of &lt;jsp:useBean&gt; tag?&lt;/strong>&lt;br>,request&lt;br>
&lt;strong>Which of the followings is not a valid setting for the scope attribute of &lt;jsp:useBean&gt; tag?&lt;/strong>&lt;br>,local&lt;br>
&lt;strong>Which of the followings is not a valid setting for the scope attribute of &lt;jsp:useBean&gt; tag?&lt;/strong>&lt;br>,session&lt;br>
&lt;strong>Which of the followings is not a valid setting for the scope attribute of &lt;jsp:useBean&gt; tag?&lt;/strong>&lt;br>,application&lt;br>
Which of the following descriptions most closely matches what happens when a tag file is used for the first time?,"The tag file is located, and source is generated into a class which implements the SimpleTag interface, then compiled. The calling JSP makes calls to SimpleTag life cycle methods"
Which of the following descriptions most closely matches what happens when a tag file is used for the first time?,"The tag file is located, and its source is included in the calling JSP. The combined source is treated as a translation unit and generated into servlet source, which is compiled"
Which of the following descriptions most closely matches what happens when a tag file is used for the first time?,"The tag file is located, and its source is used for the generation and compilation of a separate servlet invoked from the calling JSP"
Which of the following descriptions most closely matches what happens when a tag file is used for the first time?,None of the others
&lt;strong>Which of the followings is not a valid setting for the scope attribute of &lt;jsp:useBean&gt; tag?&lt;/strong>&lt;br>,request&lt;br>
&lt;strong>Which of the followings is not a valid setting for the scope attribute of &lt;jsp:useBean&gt; tag?&lt;/strong>&lt;br>,local&lt;br>
&lt;strong>Which of the followings is not a valid setting for the scope attribute of &lt;jsp:useBean&gt; tag?&lt;/strong>&lt;br>,session&lt;br>
&lt;strong>Which of the followings is not a valid setting for the scope attribute of &lt;jsp:useBean&gt; tag?&lt;/strong>&lt;br>,application&lt;br>
Which of the following statements about the standard actions is true?,Standard actions take the form of an XML tag with a name suffixed jsp
Which of the following statements about the standard actions is true?,JSP uses standard actions for calling the JavaBean methods.
Which of the following statements about the standard actions is true?,The attributes in standard action can not distinguish between uppercase and lowercase.
Which of the following statements about the standard actions is true?,All of the others.
Which of the following statements about the standard actions is true?,Standard actions take the form of an XML tag with a name suffixed jsp
Which of the following statements about the standard actions is true?,JSP uses standard actions for calling the JavaBean methods.
Which of the following statements about the standard actions is true?,The attributes in standard action can not distinguish between uppercase and lowercase.
Which of the following statements about the standard actions is true?,All of the others.
Which of the following statements about the standard actions are true?&lt;br>,JSP uses standard actions for calling the JavaBean methods&lt;br>
Which of the following statements about the standard actions are true?&lt;br>,Standard actions take the form of an XML tag with a name suffixed jsp&lt;br>
Which of the following statements about the standard actions are true?&lt;br>,The Attributes in standard action cannot distinguish between uppercase and lowercase&lt;br>
Which of the following statements about the standard actions are true?&lt;br>,None of the others&lt;br>
Which of the following statements about the standard actions are true?&lt;br>,JSP uses standard actions for calling the JavaBean methods&lt;br>
Which of the following statements about the standard actions are true?&lt;br>,Standard actions take the form of an XML tag with a name suffixed jsp&lt;br>
Which of the following statements about the standard actions are true?&lt;br>,The Attributes in standard action cannot distinguish between uppercase and lowercase&lt;br>
Which of the following statements about the standard actions are true?&lt;br>,None of the others&lt;br>
Which of the following statements about the jsp:useBean is ( are) true?,The jsp:useBean is used to locate or instantiate a JavaBean component
Which of the following statements about the jsp:useBean is ( are) true?,"The jsp:useBean first tries to locate an instance of the bean, otherwise it instantiates the Bean from a class"
Which of the following statements about the jsp:useBean is ( are) true?,"To locate and instantiate the Bean, the jsp:useBean attempts to locate a Bean within the scope"
Which of the following statements about the jsp:useBean is ( are) true?,All of the others
Which of the following statements about the jsp:useBean is ( are) true?,The jsp:useBean is used to locate or instantiate a JavaBean component
Which of the following statements about the jsp:useBean is ( are) true?,"The jsp:useBean first tries to locate an instance of the bean, otherwise it instantiates the Bean from a class"
Which of the following statements about the jsp:useBean is ( are) true?,"To locate and instantiate the Bean, the jsp:useBean attempts to locate a Bean within the scope"
Which of the following statements about the jsp:useBean is ( are) true?,All of the others
"What will be the output of the code snippet ${""2” + ""2”}?&lt;br>",None of the others&lt;br>
"What will be the output of the code snippet ${""2” + ""2”}?&lt;br>",4&lt;br>
"What will be the output of the code snippet ${""2” + ""2”}?&lt;br>",22&lt;br>
"What will be the output of the code snippet ${""2” + ""2”}?&lt;br>",2+2&lt;br>
"What will be the output of the code snippet ${""2” + ""2”}?&lt;br>",None of the others&lt;br>
"What will be the output of the code snippet ${""2” + ""2”}?&lt;br>",4&lt;br>
"What will be the output of the code snippet ${""2” + ""2”}?&lt;br>",22&lt;br>
"What will be the output of the code snippet ${""2” + ""2”}?&lt;br>",2+2&lt;br>
_____ sends a request to an object and includes the result in a JSP file.&lt;br>,&lt;jsp:include&gt;&lt;br>
_____ sends a request to an object and includes the result in a JSP file.&lt;br>,&lt;jsp:forward&gt;&lt;br>
_____ sends a request to an object and includes the result in a JSP file.&lt;br>,include directive&lt;br>
_____ sends a request to an object and includes the result in a JSP file.&lt;br>,import directive&lt;br>
_____ sends a request to an object and includes the result in a JSP file.&lt;br>,&lt;jsp:include&gt;&lt;br>
_____ sends a request to an object and includes the result in a JSP file.&lt;br>,&lt;jsp:forward&gt;&lt;br>
